# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
9.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67556509e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
9.9             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67556804e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.95            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67556804e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10              	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10              	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67557486e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
10.05           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.05           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67557486e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
10.1            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.1            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67557486e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
10.15           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.15           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67557486e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
10.2            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.2            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67558297e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.25           	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.25           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67558171e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.3            	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.3            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67558171e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.35           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.35           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67558301e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
10.4            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.4            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67558301e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
10.45           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.45           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67558798e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.5            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.5            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67558798e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.55           	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.55           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67558798e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.6            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.6            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67558875e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
10.65           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.65           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67558875e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
10.7            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.7            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559184e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.75           	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.75           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559202e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.8            	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.8            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559202e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.85           	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.85           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559202e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.9            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.9            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559396e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
10.95           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
10.95           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559421e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11              	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11              	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559421e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.05           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.05           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559421e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.1            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.1            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559421e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.15           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.15           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559703e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.2            	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.2            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559661e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.25           	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.25           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559661e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.3            	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.3            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559661e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.35           	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.35           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559661e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.4            	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.4            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559663e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.45           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.45           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559663e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.5            	U               	(9.18908392e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908392e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.5            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559731e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.55           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.55           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559773e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.6            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.6            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559773e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.65           	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.65           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559773e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.7            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.7            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559773e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.75           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.75           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559773e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.8            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.8            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559773e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.85           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.85           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559773e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.9            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.9            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559773e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
11.95           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
11.95           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559773e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
12              	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12              	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559773e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
12.05           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.05           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559773e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
12.1            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.1            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559773e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
12.15           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.15           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67560132e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
12.2            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.2            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559929e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.25           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.25           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559929e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.3            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.3            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559929e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.35           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.35           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559737e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
12.4            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.4            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559775e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
12.45           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.45           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559775e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
12.5            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.5            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559775e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
12.55           	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.55           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559775e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
12.6            	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.6            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67560099e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.65           	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.65           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559947e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.7            	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.7            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559947e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.75           	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.75           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559947e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.8            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.8            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559744e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
12.85           	U               	(9.18908391e-01 3.58219125e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219125e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.85           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559803e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
12.9            	U               	(9.18908391e-01 3.58219125e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219125e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.9            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559803e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
12.95           	U               	(9.18908391e-01 3.58219125e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219125e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
12.95           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559803e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
13              	U               	(9.18908391e-01 3.58219125e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219125e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
13              	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559803e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
13.05           	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
13.05           	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67560052e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
13.1            	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
13.1            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67559961e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
13.15           	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
